,KNN,AGG,SPEC,DBscan,BIRCH
Variance,0.6358974358974359,0.6666666666666666,0.7128205128205128,0.7538461538461538,0.6051282051282051
Sim Entropy,0.5692307692307692,0.517948717948718,0.7076923076923077,0.7538461538461538,0.6820512820512821
Rep Entropy,0.5846153846153846,0.5743589743589743,0.6974358974358974,0.7538461538461538,0.7333333333333333
Lap Score,0.5487179487179488,0.5641025641025641,0.7076923076923077,0.7538461538461538,0.5641025641025641
SPECtrum,0.5846153846153846,0.5641025641025641,0.6666666666666666,0.7538461538461538,0.558974358974359
Mutual Corre,0.5846153846153846,0.5743589743589743,0.6974358974358974,0.7538461538461538,0.7333333333333333
MICI,0.6358974358974359,0.6666666666666666,0.7128205128205128,0.7538461538461538,0.6051282051282051
MDCM,0.6256410256410256,0.6717948717948717,0.7128205128205128,0.7538461538461538,0.6871794871794872
Linear Depend,0.6256410256410256,0.6717948717948717,0.7128205128205128,0.7538461538461538,0.6871794871794872
MPMR,0.517948717948718,0.5794871794871795,0.6871794871794872,0.7538461538461538,0.6153846153846154
MCFS,0.517948717948718,0.6564102564102564,0.8358974358974359,0.7538461538461538,0.6871794871794872
RSPCA,0.5794871794871795,0.7128205128205128,0.7230769230769231,0.7538461538461538,0.7230769230769231
