,KNN,AGG,SPEC,DBscan,BIRCH
Variance,0.6410256410256411,0.6102564102564103,0.8,0.7538461538461538,0.6153846153846154
Sim Entropy,0.6307692307692307,0.7230769230769231,0.7435897435897436,0.7538461538461538,0.6564102564102564
Rep Entropy,0.6820512820512821,0.676923076923077,0.6974358974358974,0.7538461538461538,0.7333333333333333
Lap Score,0.5025641025641026,0.6717948717948717,0.8051282051282052,0.7538461538461538,0.5025641025641026
SPECtrum,0.6871794871794872,0.6871794871794872,0.5948717948717949,0.7538461538461538,0.6871794871794872
Mutual Corre,0.5230769230769231,0.6205128205128205,0.6666666666666666,0.7538461538461538,0.6205128205128205
MICI,0.6410256410256411,0.6102564102564103,0.8,0.7538461538461538,0.6153846153846154
MDCM,0.5692307692307692,0.5025641025641026,0.7282051282051282,0.7538461538461538,0.5538461538461539
Linear Depend,0.764102564102564,0.6923076923076923,0.7794871794871795,0.7538461538461538,0.5384615384615384
MPMR,0.5487179487179488,0.6410256410256411,0.6666666666666666,0.7538461538461538,0.6717948717948717
MCFS,0.5743589743589743,0.5641025641025641,0.7128205128205128,0.7538461538461538,0.7333333333333333
RSPCA,0.6615384615384615,0.7230769230769231,0.7128205128205128,0.7538461538461538,0.5743589743589743
