,KNN,AGG,SPEC,DBscan,BIRCH
Variance,0.7948717948717948,0.8461538461538461,0.7384615384615385,0.7538461538461538,0.7948717948717948
Sim Entropy,0.6717948717948717,0.7487179487179487,0.717948717948718,0.7538461538461538,0.7435897435897436
Rep Entropy,0.6871794871794872,0.676923076923077,0.7076923076923077,0.7538461538461538,0.7333333333333333
Lap Score,0.5230769230769231,0.6512820512820513,0.6256410256410256,0.4717948717948718,0.6512820512820513
SPECtrum,0.6871794871794872,0.6923076923076923,0.6615384615384615,0.7538461538461538,0.7333333333333333
Mutual Corre,0.5435897435897435,0.5692307692307692,0.6358974358974359,0.7538461538461538,0.6666666666666666
MICI,0.7948717948717948,0.8461538461538461,0.7384615384615385,0.7538461538461538,0.7948717948717948
MDCM,0.7846153846153846,0.6615384615384615,0.8205128205128205,0.7538461538461538,0.7128205128205128
Linear Depend,0.6923076923076923,0.764102564102564,0.7794871794871795,0.7538461538461538,0.7230769230769231
MPMR,0.5230769230769231,0.5692307692307692,0.6871794871794872,0.7538461538461538,0.6717948717948717
MCFS,0.5846153846153846,0.6205128205128205,0.6820512820512821,0.7538461538461538,0.7333333333333333
RSPCA,0.5025641025641026,0.6871794871794872,0.6871794871794872,0.7538461538461538,0.5743589743589743
