,KNN,AGG,SPEC,DBscan,BIRCH
Variance,0.6358974358974359,0.6820512820512821,0.7487179487179487,0.7538461538461538,0.6153846153846154
Sim Entropy,0.6256410256410256,0.6820512820512821,0.6974358974358974,0.7538461538461538,0.6820512820512821
Rep Entropy,0.6,0.6102564102564103,0.6923076923076923,0.7538461538461538,0.7333333333333333
Lap Score,0.517948717948718,0.5743589743589743,0.7948717948717948,0.7538461538461538,0.5538461538461539
SPECtrum,0.6923076923076923,0.5076923076923077,0.6820512820512821,0.7538461538461538,0.6871794871794872
Mutual Corre,0.5897435897435898,0.558974358974359,0.6923076923076923,0.7538461538461538,0.7333333333333333
MICI,0.6358974358974359,0.6820512820512821,0.7487179487179487,0.7538461538461538,0.6153846153846154
MDCM,0.6358974358974359,0.5128205128205128,0.7487179487179487,0.7538461538461538,0.6153846153846154
Linear Depend,0.6307692307692307,0.7128205128205128,0.7487179487179487,0.7538461538461538,0.6666666666666666
MPMR,0.6051282051282051,0.5794871794871795,0.7025641025641025,0.7538461538461538,0.5435897435897435
MCFS,0.517948717948718,0.5076923076923077,0.7333333333333333,0.7538461538461538,0.5333333333333333
RSPCA,0.6666666666666666,0.6923076923076923,0.7538461538461538,0.7538461538461538,0.6923076923076923
